Use of Force Incident ID
B16-00007
B16-00197
B16-00250
B16-00256
B16-00743
B16-01079
B16-01697
B16-02052
B16-02916
B16-03085
B16-03466
B16-03472
B16-03523
B16-03605
B16-03728
B16-04308
B16-05168
B16-05204
B16-05391
B16-05641
B16-05881
B16-06101
B16-06394
B16-06582
B16-07108
B16-07896
B16-07951
B16-08092
B16-08407
B16-08424
B16-08857
B16-09294
B16-09489
B16-09562
B16-09618
B16-09855
B16-09943
B16-10225
B16-10369
B16-10536
B16-10688
B16-10875
B16-11478
B16-11533
B16-11902
B16-12221
B16-12238
B16-12261
B16-12310
B16-13009
B16-13450
B16-14297
B16-14540
B16-14540
B16-14701
B16-14763
B16-14831
B16-14833
B16-14965
B16-15191
B16-15350
B16-15360
B16-15567
B16-15624
B16-15786
B16-15796
B16-15911
B16-16042
B16-16111
B16-16173
B16-16189
B16-16428
B16-16495
B16-16522
B16-17062
B16-17064
B16-17119
B16-17295
B16-17541
B16-17555
B16-17719
B16-17868
B16-18052
B16-18270
B16-18389
B16-19084
B16-20025
B16-20292
B16-20605
B16-20610
B16-20833
B16-21102
B16-21225
B16-21294
B16-21295
B16-21435
B16-21871
B16-22068
B16-22300
B16-22356
B16-22477
B16-23317
B16-23325
B16-23403
B16-23442
B16-23461
B16-23871
B16-23909
B16-24278
B16-24607
B16-24881
B16-24951
B16-25322
B16-25577
B16-25600
B16-25830
B16-26061
B16-26172
B16-26209
B16-26375
B16-26466
B16-26543
B16-26687
B16-26701
B16-27021
B16-27290
B16-27327
B16-27560
B16-27746
B16-27746
B16-27759
B16-27826
B16-28307
B16-28665
B16-28792
B16-29223
B16-29526
B16-29766
B16-30045
B16-30056
B16-30185
B16-30377
B16-30445
B16-30587
B16-30870
B16-31181
B16-31351
B16-31635
B16-31782
B16-31805
B16-32038
B16-32170
B16-32381
B16-32473
B16-32750
B16-32952
B16-33060
B16-33130
B16-33251
B16-33267
B16-33297
B16-33496
B16-33550
B16-33709
B16-34092
B16-34435
B16-34659
B16-34714
B16-34809
B16-34809
B16-34989
B16-35025
B16-35058
B16-35387
B16-35588
B16-35629
B16-35693
B16-35851
B16-36042
B16-36100
B16-36238
B16-36268
B16-36449
B16-36605
B16-37121
B16-37220
B16-37621
B16-37621
B16-37639
B16-37815
B16-37820
B16-38659
B16-38896
B16-39014
B16-39238
B16-39200
B16-39405
B16-39779
B16-39846
B16-40175
B16-40360
B16-40172
B16-40579
B16-40600
B16-40857
B16-41004
B16-41259
B16-41125
B16-41468
B16-41611
B16-41690
B16-41608
B16-42005
B16-42412
B16-44252
B16-44222
B16-44380
B16-44800
B16-45090
B16-45315
B16-45943
B16-46329
B16-46655
B16-46945
B16-46963
B16-47773
B16-47872
B16-48134
B16-48241
B16-48262
B16-48389
B16-48487
B16-48541
B16-48744
B16-48758
B16-48899
B16-49053
B16-49099
B16-49192
B16-49431
B16-50253
B16-50294
B16-50574
B16-50785
B16-50826
B16-51003
B16-51034
B17-00206
B17-00415
B17-00865
B17-00997
B17-01498
B17-01833
B17-02674
B17-02873
B17-03110
B17-03304
B17-03533
B17-03745
B17-03908
B17-03909
B17-03977
B17-03995
B17-01070
B17-04603
B17-04725
B17-05858
B17-05924
B17-06022
B17-06225
B17-06441
B17-06812
B17-15709
B17-06982
B17-07172
B17-07322
B17-08139
B17-08025
B17-08932
B17-09377
B17-10269
B17-10661
B17-10746
B17-11131
B17-11047
B17-11216
B17-11370
B17-11406
B17-11457
B17-03847
B17-11676
B17-11848
B17-12043
B17-12212
B17-12410
B17-13182
B17-13208
B17-13235
B17-13681
B17-13642
B17-14165
B17-14168
B17-15850
B17-15893
B17-16070
B17-17216
B17-18403
B17-19215
B17-19316
B17-19854
B17-19866
B17-19975
B17-20378
B17-20530
B17-20666
B17-20925
B17-20961
B17-21384
B17-21493
B17-21529
B17-22575
B17-22790
B17-22941
B17-23980
B17-23945
B17-24604
B17-24602
B17-24622
B17-24946
B17-26320
B17-26316
B17-26785
B17-25986
B17-26003
B17-26243
B17-26316
B17-26320
B17-26432
B17-26785
B17-26832
B17-27818
B17-27905
B17-27997
B17-28182
B17-28215
B17-28446
B17-28452
B17-29029
B17-29226
B17-29409
B17-29606
B17-30111
B17-30650
B17-30869
B17-31062
B17-31215
B17-31575
B17-31857
B17-31971
B17-32076
B17-32181
B17-32588
B17-32898
B17-32971
B17-33004
B17-33483
B17-33702
B17-35154
B17-35294
B17-35339
B17-35514
B17-35688
B17-35802
B17-35827
B17-35985
B17-36054
B17-36447
B17-36455
B17-36716
B17-37203
B17-37692
B17-37756
B17-38134
B17-38325
B17-38551
B17-39362
B17-39409
B17-40162
B17-38100
B17-38419
B17-40341
B17-40374
B17-40466
B17-40735
B17-40749
B17-40823
B17-40921
B17-40951
B17-41142
B17-41156
B17-41160
B17-41667
B17-41936
B17-42124
B17-42307
B17-42396
B17-42615
B17-42814
B17-42816
B17-42926
B17-43044
B17-43125
B17-43135
B17-43383
B17-43393
B17-43450
B17-43589
B17-43801
B17-44093
B17-44196
B17-44317
B17-44437
B17-44475
B17-44479
B17-44701
B17-44887
B17-44900
B17-45156
B17-45238
B17-45316
B17-45773
B17-46025
B17-46139
B17-46713
B17-46741
B17-46749
B17-47005
B17-47594
B17-48093
B17-48401
B17-48858
B17-48970
B17-49350
B17-49417
B17-49442
B17-49684
B17-49820
B17-49983
B17-50528
B17-51465
B17-51677
B17-51805
B17-51806
B17-51988
B17-52046
B17-52197
B17-52268
B17-52528
B17-52734
B17-52750
B17-52757
B17-52855
B17-52928
